All-Words,end,filename,n-gram,start,classtype,PRE_DIST_VERB,POST_DIST_VERB,PRE_DIST_STOPWORD,POST_DIST_STOPWORD,PrecedingTitle,Apostrophe,PRE_DIST_FROM_THE,PRE_DIST_FROM_POSITION
The,274,./markedupfiles/032.txt,1,274,False,5,100,2,100,False,False,False,100
High,275,./markedupfiles/032.txt,1,275,False,100,3,3,100,False,False,False,100
Court,276,./markedupfiles/032.txt,1,276,False,100,2,4,3,False,False,False,100
Pro-hunt,291,./markedupfiles/032.txt,1,291,False,2,100,2,3,False,False,False,100
London's,303,./markedupfiles/032.txt,1,303,False,2,100,1,2,False,True,False,100
High,304,./markedupfiles/032.txt,1,304,False,3,100,2,1,False,False,False,100
Court,305,./markedupfiles/032.txt,1,305,False,4,100,3,0,False,False,False,100
Thursday.,307,./markedupfiles/032.txt,1,307,False,100,3,1,3,False,False,False,100
The,308,./markedupfiles/032.txt,1,308,False,100,2,2,2,False,False,False,100
Countryside,309,./markedupfiles/032.txt,1,309,False,100,1,3,1,False,False,False,100
Alliance,310,./markedupfiles/032.txt,1,310,False,100,0,4,0,False,False,False,100
Animal,322,./markedupfiles/032.txt,1,322,False,100,2,4,2,False,False,False,100
Blair,0,./markedupfiles/026.txt,1,0,True,100,0,100,2,False,False,False,100
Africa,4,./markedupfiles/026.txt,1,4,False,3,0,1,3,False,False,False,100
The,6,./markedupfiles/026.txt,1,6,False,1,3,3,1,False,False,False,100
Commission,7,./markedupfiles/026.txt,1,7,False,2,2,4,0,False,False,False,100
Africa's,9,./markedupfiles/026.txt,1,9,False,4,0,1,1,False,True,False,100
March,16,./markedupfiles/026.txt,1,16,False,4,100,2,100,False,False,False,100
Comic,18,./markedupfiles/026.txt,1,18,False,100,100,4,100,False,False,False,100
Relief,19,./markedupfiles/026.txt,1,19,False,100,3,5,3,False,False,False,100
Tony,21,./markedupfiles/026.txt,1,21,False,100,1,100,1,False,False,False,100
Blair,22,./markedupfiles/026.txt,1,22,False,100,0,100,0,False,False,False,100
July's,25,./markedupfiles/026.txt,1,25,False,2,100,2,2,False,True,False,100
Gleneagles,29,./markedupfiles/026.txt,1,29,False,100,100,1,0,False,False,False,100
Perthshire,31,./markedupfiles/026.txt,1,31,False,100,100,3,2,False,False,False,100
Africa.,49,./markedupfiles/026.txt,1,49,False,100,100,1,3,False,False,False,100
The,50,./markedupfiles/026.txt,1,50,False,100,100,2,2,False,False,False,100
Bob,63,./markedupfiles/026.txt,1,63,False,100,100,3,2,False,False,False,100
Geldof,64,./markedupfiles/026.txt,1,64,False,100,100,4,1,False,False,False,100
London.,67,./markedupfiles/026.txt,1,67,False,100,100,1,2,False,False,False,100
Africa.,88,./markedupfiles/026.txt,1,88,False,100,2,1,3,False,False,False,100
Blair,90,./markedupfiles/026.txt,1,90,False,100,0,3,1,False,False,False,100
"""It",95,./markedupfiles/026.txt,1,95,False,4,0,3,0,False,False,False,100
"""It's",120,./markedupfiles/026.txt,1,120,False,2,2,2,0,False,True,False,100
Blair,142,./markedupfiles/026.txt,1,142,False,100,0,4,0,False,False,False,100
Africa,147,./markedupfiles/026.txt,1,147,False,1,100,2,0,False,False,False,100
Bob,186,./markedupfiles/026.txt,1,186,False,3,100,3,1,False,False,False,100
Geldof,187,./markedupfiles/026.txt,1,187,False,4,100,4,0,False,False,False,100
Africa.,213,./markedupfiles/026.txt,1,213,False,4,2,1,100,False,False,False,100
The,214,./markedupfiles/026.txt,1,214,False,5,1,2,100,False,False,False,100
The,236,./markedupfiles/026.txt,1,236,False,5,100,2,100,False,False,False,100
African,241,./markedupfiles/026.txt,1,241,False,100,100,100,2,False,False,False,100
African,249,./markedupfiles/026.txt,1,249,False,100,100,1,1,False,False,False,100
Burglar,0,./markedupfiles/230.txt,1,0,False,100,100,100,100,False,False,False,100
Householders,4,./markedupfiles/230.txt,1,4,False,100,1,100,0,False,False,False,100
"""honestly",21,./markedupfiles/230.txt,1,21,False,2,100,2,0,False,False,False,100
The,27,./markedupfiles/230.txt,1,27,False,100,100,5,3,False,False,False,100
"""something",34,./markedupfiles/230.txt,1,34,False,100,0,2,0,False,False,False,100
The,40,./markedupfiles/230.txt,1,40,False,5,100,2,2,False,False,False,100
"""reasonable",58,./markedupfiles/230.txt,1,58,False,3,100,4,100,False,False,False,100
The,60,./markedupfiles/230.txt,1,60,False,5,2,100,2,False,False,False,100
England,64,./markedupfiles/230.txt,1,64,False,1,100,1,0,False,False,False,100
Wales,66,./markedupfiles/230.txt,1,66,False,3,100,1,1,False,False,False,100
Doing,78,./markedupfiles/230.txt,1,78,False,4,100,2,0,False,False,False,100
"""honestly",81,./markedupfiles/230.txt,1,81,False,100,3,1,0,False,False,False,100
And,98,./markedupfiles/230.txt,1,98,False,100,100,3,0,False,False,False,100
"""something",105,./markedupfiles/230.txt,1,105,False,100,0,2,0,False,False,False,100
Crown,118,./markedupfiles/230.txt,1,118,False,100,100,1,3,False,False,False,100
Prosecution,119,./markedupfiles/230.txt,1,119,False,100,100,2,2,False,False,False,100
Service,120,./markedupfiles/230.txt,1,120,False,100,100,3,1,False,False,False,100
Association,123,./markedupfiles/230.txt,1,123,False,100,100,1,0,False,False,False,100
Chief,125,./markedupfiles/230.txt,1,125,False,100,100,1,100,False,False,False,100
Police,126,./markedupfiles/230.txt,1,126,False,100,100,2,3,False,False,False,100
Officers,127,./markedupfiles/230.txt,1,127,False,100,100,3,2,False,False,False,100
But,166,./markedupfiles/230.txt,1,166,False,5,100,3,3,False,False,False,100
"""excessive",193,./markedupfiles/230.txt,1,193,False,4,100,1,0,False,False,False,100
The,197,./markedupfiles/230.txt,1,197,False,100,1,3,1,False,False,False,100
Tories,198,./markedupfiles/230.txt,1,198,False,100,0,4,0,False,False,False,100
"""grossly",215,./markedupfiles/230.txt,1,215,False,100,100,2,100,False,False,False,100
Their,218,./markedupfiles/230.txt,1,218,False,100,1,5,1,False,False,False,100
Metropolitan,225,./markedupfiles/230.txt,1,225,False,4,100,2,100,False,False,False,100
Police,226,./markedupfiles/230.txt,1,226,False,5,100,3,100,False,False,False,100
Commissioner,227,./markedupfiles/230.txt,1,227,False,100,100,4,100,False,False,False,100
Sir,228,./markedupfiles/230.txt,1,228,False,100,100,5,100,True,False,False,100
John,229,./markedupfiles/230.txt,1,229,False,100,100,100,100,False,False,False,100
Stevens.,230,./markedupfiles/230.txt,1,230,False,100,100,100,100,False,False,False,100
Tory,231,./markedupfiles/230.txt,1,231,False,100,3,100,3,False,False,False,100
Patrick,233,./markedupfiles/230.txt,1,233,False,100,1,100,1,False,False,False,100
Mercer,234,./markedupfiles/230.txt,1,234,False,100,0,100,0,False,False,False,100
Parliament.,246,./markedupfiles/230.txt,1,246,False,100,100,1,100,False,False,False,100
The,247,./markedupfiles/230.txt,1,247,False,100,100,2,3,False,False,False,100
Home,268,./markedupfiles/230.txt,1,268,False,2,100,2,100,False,False,False,100
Secretary,269,./markedupfiles/230.txt,1,269,False,3,100,3,100,False,False,False,100
Charles,270,./markedupfiles/230.txt,1,270,False,4,100,4,100,False,False,False,1
Clarke,271,./markedupfiles/230.txt,1,271,False,5,100,5,3,False,False,False,2
'an,279,./markedupfiles/230.txt,1,279,False,100,2,3,2,False,False,False,100
Englishman's,280,./markedupfiles/230.txt,1,280,False,100,1,4,1,False,True,False,100
That's,285,./markedupfiles/230.txt,1,285,False,3,2,2,1,False,True,False,100
"""informal",301,./markedupfiles/230.txt,1,301,False,100,100,100,1,False,False,False,100
CPS,304,./markedupfiles/230.txt,1,304,False,100,1,1,100,False,False,False,100
They,325,./markedupfiles/230.txt,1,325,False,2,2,2,1,False,False,False,100
Cheshire,340,./markedupfiles/230.txt,1,340,False,100,100,1,0,False,False,False,100
CPS,356,./markedupfiles/230.txt,1,356,False,100,1,3,2,False,False,False,100
Britain's,384,./markedupfiles/230.txt,1,384,False,100,100,1,100,False,True,False,100
Norfolk,388,./markedupfiles/230.txt,1,388,False,100,3,5,3,False,False,False,100
Tony,390,./markedupfiles/230.txt,1,390,False,100,1,100,1,False,False,False,100
Martin,391,./markedupfiles/230.txt,1,391,False,100,0,100,0,False,False,False,100
Fred,400,./markedupfiles/230.txt,1,400,False,100,100,4,1,False,False,False,100
Barras,401,./markedupfiles/230.txt,1,401,False,100,100,5,0,False,False,False,100
The,404,./markedupfiles/230.txt,1,404,False,100,1,2,1,False,False,False,100
Martin,421,./markedupfiles/230.txt,1,421,False,4,0,4,0,False,False,False,100
July,427,./markedupfiles/230.txt,1,427,False,5,100,1,100,False,False,False,100
The,429,./markedupfiles/230.txt,1,429,False,100,100,3,2,False,False,False,100
Tuesday,433,./markedupfiles/230.txt,1,433,False,100,0,1,1,False,False,False,100
"""determined""",459,./markedupfiles/230.txt,1,459,False,1,1,1,0,False,False,False,100
"""as",465,./markedupfiles/230.txt,1,465,False,2,100,1,1,False,False,False,100
Terror,0,./markedupfiles/224.txt,1,0,False,100,1,100,100,False,False,False,100
Lords,3,./markedupfiles/224.txt,1,3,False,1,100,100,100,False,False,False,100
Detaining,5,./markedupfiles/224.txt,1,5,False,3,100,100,100,False,False,False,100
UK's,16,./markedupfiles/224.txt,1,16,False,5,2,1,2,False,True,False,100
House,30,./markedupfiles/224.txt,1,30,False,100,100,5,0,False,False,False,100
Lords,32,./markedupfiles/224.txt,1,32,False,100,2,1,3,False,False,False,100
Most,49,./markedupfiles/224.txt,1,49,False,100,100,3,0,False,False,False,100
Belmarsh,58,./markedupfiles/224.txt,1,58,False,2,100,1,100,False,False,False,100
London.,61,./markedupfiles/224.txt,1,61,False,5,3,4,100,False,False,False,100
The,62,./markedupfiles/224.txt,1,62,False,100,2,5,3,False,False,False,100
European,71,./markedupfiles/224.txt,1,71,False,3,100,1,100,False,False,False,100
The,75,./markedupfiles/224.txt,1,75,False,100,1,5,1,False,False,False,100
The,87,./markedupfiles/224.txt,1,87,False,2,100,2,2,False,False,False,100
Charles,94,./markedupfiles/224.txt,1,94,False,100,100,1,1,False,False,False,100
Clarke,95,./markedupfiles/224.txt,1,95,False,100,100,2,0,False,False,False,100
David,104,./markedupfiles/224.txt,1,104,False,100,100,4,100,False,False,False,100
Blunkett's,105,./markedupfiles/224.txt,1,105,False,100,100,5,100,False,True,False,100
The,107,./markedupfiles/224.txt,1,107,False,100,2,100,100,False,False,False,100
Liberal,108,./markedupfiles/224.txt,1,108,False,100,1,100,100,False,False,False,100
Democrats,109,./markedupfiles/224.txt,1,109,False,100,0,100,3,False,False,False,100
Clarke,112,./markedupfiles/224.txt,1,112,False,2,0,100,0,False,False,False,100
David,133,./markedupfiles/224.txt,1,133,False,100,3,2,3,False,False,False,100
Blunkett.,134,./markedupfiles/224.txt,1,134,False,100,2,3,2,False,False,False,100
Belmarsh,135,./markedupfiles/224.txt,1,135,False,100,1,4,1,False,False,False,100
Britain's,140,./markedupfiles/224.txt,1,140,False,2,100,2,2,False,True,False,100
Guantanamo,141,./markedupfiles/224.txt,1,141,False,3,100,3,1,False,False,False,100
Bay,142,./markedupfiles/224.txt,1,142,False,4,100,4,0,False,False,False,100
The,155,./markedupfiles/224.txt,1,155,False,100,1,4,2,False,False,False,100
House,162,./markedupfiles/224.txt,1,162,False,2,100,1,0,False,False,False,100
Lords,164,./markedupfiles/224.txt,1,164,False,4,100,1,0,False,False,False,100
Court,167,./markedupfiles/224.txt,1,167,False,100,100,1,0,False,False,False,100
Appeal,169,./markedupfiles/224.txt,1,169,False,100,100,1,1,False,False,False,100
Home,172,./markedupfiles/224.txt,1,172,False,100,2,1,2,False,False,False,100
Office's,173,./markedupfiles/224.txt,1,173,False,100,1,2,1,False,True,False,100
The,182,./markedupfiles/224.txt,1,182,False,100,100,2,2,False,False,False,100
European,190,./markedupfiles/224.txt,1,190,False,3,100,1,1,False,False,False,100
Convention,191,./markedupfiles/224.txt,1,191,False,4,100,2,0,False,False,False,100
Human,193,./markedupfiles/224.txt,1,193,False,100,100,1,2,False,False,False,100
Rights,194,./markedupfiles/224.txt,1,194,False,100,3,2,1,False,False,False,100
September,214,./markedupfiles/224.txt,1,214,False,3,100,2,1,False,False,False,100
US.,218,./markedupfiles/224.txt,1,218,False,100,100,1,100,False,False,False,100
Any,219,./markedupfiles/224.txt,1,219,False,100,100,2,3,False,False,False,100
However,236,./markedupfiles/224.txt,1,236,False,2,3,2,0,False,False,False,100
Thursday,251,./markedupfiles/224.txt,1,251,False,100,100,3,100,False,False,False,100
Lord,255,./markedupfiles/224.txt,1,255,False,100,1,100,2,True,False,False,100
Bingham,256,./markedupfiles/224.txt,1,256,False,100,0,100,1,False,False,False,100
European,264,./markedupfiles/224.txt,1,264,False,4,100,1,1,False,False,False,100
Convention,265,./markedupfiles/224.txt,1,265,False,5,100,2,0,False,False,False,100
Human,267,./markedupfiles/224.txt,1,267,False,100,3,1,1,False,False,False,100
Rights,268,./markedupfiles/224.txt,1,268,False,100,2,2,0,False,False,False,100
"""in",273,./markedupfiles/224.txt,1,273,False,2,100,3,0,False,False,False,100
Lord,286,./markedupfiles/224.txt,1,286,False,100,100,3,1,True,False,False,100
Nicholls,287,./markedupfiles/224.txt,1,287,False,100,100,4,0,False,False,False,100
Birkenhead,289,./markedupfiles/224.txt,1,289,False,100,100,1,0,False,False,False,100
"""Indefinite",294,./markedupfiles/224.txt,1,294,False,100,2,3,3,False,False,False,100
"""It",311,./markedupfiles/224.txt,1,311,False,3,100,2,1,False,False,False,100
British,351,./markedupfiles/224.txt,1,351,False,100,100,1,100,False,False,False,100
Lord,353,./markedupfiles/224.txt,1,353,False,100,100,3,100,True,False,False,100
Hoffmann,354,./markedupfiles/224.txt,1,354,False,100,100,4,100,False,False,False,100
"""The",356,./markedupfiles/224.txt,1,356,False,100,2,100,2,False,False,False,100
But,391,./markedupfiles/224.txt,1,391,False,100,100,2,2,False,False,False,100
Lord,392,./markedupfiles/224.txt,1,392,False,100,100,3,1,True,False,False,100
Walker,393,./markedupfiles/224.txt,1,393,False,100,100,4,0,False,False,False,100
Gestingthorpe,395,./markedupfiles/224.txt,1,395,False,100,100,1,0,False,False,False,100
'A',417,./markedupfiles/224.txt,1,417,False,100,100,3,0,False,True,False,100
Woodhill,419,./markedupfiles/224.txt,1,419,False,100,100,1,100,False,False,False,100
Prison,420,./markedupfiles/224.txt,1,420,False,100,100,2,3,False,False,False,100
'law',436,./markedupfiles/224.txt,1,436,False,100,100,5,0,False,True,False,100
The,452,./markedupfiles/224.txt,1,452,False,100,1,3,1,False,False,False,100
Ben,476,./markedupfiles/224.txt,1,476,False,100,100,2,100,False,False,False,100
Emmerson,477,./markedupfiles/224.txt,1,477,False,100,100,3,3,False,False,False,100
When,528,./markedupfiles/224.txt,1,528,False,3,2,2,0,False,False,False,100
Special,540,./markedupfiles/224.txt,1,540,False,2,100,1,100,False,False,False,100
Immigration,541,./markedupfiles/224.txt,1,541,False,3,100,2,100,False,False,False,100
Appeals,542,./markedupfiles/224.txt,1,542,False,4,100,3,100,False,False,False,100
Commission,543,./markedupfiles/224.txt,1,543,False,5,3,4,100,False,False,False,100
The,545,./markedupfiles/224.txt,1,545,False,100,1,100,2,False,False,False,100
July,550,./markedupfiles/224.txt,1,550,False,3,100,2,1,False,False,False,100
British,562,./markedupfiles/224.txt,1,562,False,100,1,1,2,False,False,False,100
But,572,./markedupfiles/224.txt,1,572,False,5,2,2,0,False,False,False,100
Court,580,./markedupfiles/224.txt,1,580,False,5,3,1,0,False,False,False,100
Appeal,582,./markedupfiles/224.txt,1,582,False,100,1,1,0,False,False,False,100
Blair,0,./markedupfiles/218.txt,1,0,True,100,1,100,100,False,False,False,100
Tony,5,./markedupfiles/218.txt,1,5,False,1,1,100,1,False,False,False,100
Blair,6,./markedupfiles/218.txt,1,6,False,2,0,100,0,False,False,False,100
Gordon,12,./markedupfiles/218.txt,1,12,False,1,2,2,1,False,False,False,100
Brown,13,./markedupfiles/218.txt,1,13,False,2,1,3,0,False,False,False,100
"""You",22,./markedupfiles/218.txt,1,22,False,100,1,4,1,False,False,False,100
BBC,34,./markedupfiles/218.txt,1,34,False,1,100,4,2,False,False,False,100
One's,35,./markedupfiles/218.txt,1,35,False,2,100,5,1,False,True,False,100
Breakfast,36,./markedupfiles/218.txt,1,36,False,3,100,100,0,False,False,False,100
Frost,38,./markedupfiles/218.txt,1,38,True,5,2,1,2,False,False,False,100
According,40,./markedupfiles/218.txt,1,40,False,100,0,3,0,False,False,False,100
Brown's,45,./markedupfiles/218.txt,1,45,True,4,3,3,100,False,True,False,100
Britain,46,./markedupfiles/218.txt,1,46,False,5,2,4,100,False,False,False,100
Blair,48,./markedupfiles/218.txt,1,48,False,100,0,100,2,False,False,False,100
Brown,59,./markedupfiles/218.txt,1,59,False,4,100,2,0,False,False,False,100
Cabinet,61,./markedupfiles/218.txt,1,61,False,100,100,1,2,False,False,False,100
June,65,./markedupfiles/218.txt,1,65,False,100,3,1,100,False,False,False,100
Blair,68,./markedupfiles/218.txt,1,68,False,100,0,4,1,False,False,False,100
"""reheated",73,./markedupfiles/218.txt,1,73,False,1,100,1,0,False,False,False,100
Blair,88,./markedupfiles/218.txt,1,88,False,100,2,3,3,False,False,False,100
"""I've",90,./markedupfiles/218.txt,1,90,False,100,0,5,1,False,False,False,100
"""What",111,./markedupfiles/218.txt,1,111,False,100,100,2,0,False,False,False,100
The,126,./markedupfiles/218.txt,1,126,False,3,100,2,1,False,False,False,100
Sunday,129,./markedupfiles/218.txt,1,129,False,100,100,1,100,False,False,False,100
Telegraph,130,./markedupfiles/218.txt,1,130,False,100,100,2,3,False,False,False,100
Robert,132,./markedupfiles/218.txt,1,132,False,100,100,4,1,False,False,False,100
Peston,133,./markedupfiles/218.txt,1,133,False,100,100,5,0,False,False,False,100
"""mutual",143,./markedupfiles/218.txt,1,143,False,1,100,1,1,False,False,False,100
Tony,152,./markedupfiles/218.txt,1,152,False,100,1,4,2,False,False,False,100
Blair,153,./markedupfiles/218.txt,1,153,False,100,0,5,1,False,False,False,100
November,156,./markedupfiles/218.txt,1,156,False,2,2,1,1,False,False,False,100
Iraq,166,./markedupfiles/218.txt,1,166,False,4,100,1,1,False,False,False,100
Labour,178,./markedupfiles/218.txt,1,178,False,2,100,1,2,False,False,False,100
Party.,179,./markedupfiles/218.txt,1,179,False,3,100,2,1,False,False,False,100
And,180,./markedupfiles/218.txt,1,180,False,4,100,3,0,False,False,False,100
Deputy,187,./markedupfiles/218.txt,1,187,False,100,100,1,100,False,False,False,100
Prime,188,./markedupfiles/218.txt,1,188,False,100,100,2,3,False,False,False,1
Minister,189,./markedupfiles/218.txt,1,189,False,100,3,3,2,False,False,False,2
John,190,./markedupfiles/218.txt,1,190,False,100,2,4,1,False,False,False,3
Prescott,191,./markedupfiles/218.txt,1,191,False,100,1,5,0,False,False,False,4
Brown,195,./markedupfiles/218.txt,1,195,False,2,3,3,0,False,False,False,100
According,202,./markedupfiles/218.txt,1,202,False,2,0,3,0,False,False,False,100
Peston,205,./markedupfiles/218.txt,1,205,False,2,100,2,0,False,False,False,100
