All-Words,end,filename,n-gram,start,classtype,PRE_DIST_VERB,POST_DIST_VERB,PRE_DIST_STOPWORD,POST_DIST_STOPWORD,PrecedingTitle,Apostrophe,PRE_DIST_FROM_THE,PRE_DIST_FROM_POSITION,NEGATIVE_FEATURE,POSITIVE_FEATURE,Surrounding_Caps
Education,59,./markedupfiles/244.txt,1,59,False,100,2,1,0,False,False,False,100,False,False,False
Skills,61,./markedupfiles/244.txt,1,61,False,100,0,1,1,False,False,False,100,False,False,False
Kelly,77,./markedupfiles/244.txt,1,77,False,5,0,2,0,False,False,False,100,False,False,False
Catholic,80,./markedupfiles/244.txt,1,80,False,2,100,1,0,False,False,False,100,True,False,False
Kelly,97,./markedupfiles/244.txt,1,97,False,100,0,3,0,False,False,False,100,False,False,False
Higher,115,./markedupfiles/244.txt,1,115,False,2,100,1,3,False,False,False,100,False,False,True
Education,116,./markedupfiles/244.txt,1,116,False,3,100,2,2,False,False,False,100,False,False,True
Funding,117,./markedupfiles/244.txt,1,117,False,4,3,3,1,False,False,False,100,False,False,True
Council,118,./markedupfiles/244.txt,1,118,False,5,2,4,0,False,False,False,100,False,False,True
British,129,./markedupfiles/244.txt,1,129,False,2,1,4,1,False,False,False,100,True,False,False
However,171,./markedupfiles/244.txt,1,171,False,5,1,4,0,False,False,False,100,False,False,False
Professor,182,./markedupfiles/244.txt,1,182,False,100,2,2,1,False,False,False,100,False,True,True
Rothwell,183,./markedupfiles/244.txt,1,183,False,100,1,3,0,False,False,False,100,False,True,False
Manchester,191,./markedupfiles/244.txt,1,191,False,2,1,1,2,False,False,False,100,True,False,True
University,192,./markedupfiles/244.txt,1,192,False,3,0,2,1,False,False,False,100,True,False,True
Times,195,./markedupfiles/244.txt,1,195,False,2,100,1,3,False,False,False,100,True,False,True
Higher,196,./markedupfiles/244.txt,1,196,False,3,3,2,2,False,False,False,100,False,False,True
Education,197,./markedupfiles/244.txt,1,197,False,4,2,3,1,False,False,False,100,False,False,True
Supplement,198,./markedupfiles/244.txt,1,198,False,5,1,4,0,False,False,False,100,False,False,True
DfES,219,./markedupfiles/244.txt,1,219,False,100,0,1,0,False,False,False,100,True,False,False
Head,249,./markedupfiles/244.txt,1,249,False,100,100,4,0,False,False,False,100,False,False,False
National,255,./markedupfiles/244.txt,1,255,False,100,100,1,1,False,False,False,100,True,False,True
Institute,256,./markedupfiles/244.txt,1,256,False,100,100,2,0,False,False,False,100,True,False,True
Medical,258,./markedupfiles/244.txt,1,258,False,100,100,1,100,False,False,False,100,True,False,True
Research,259,./markedupfiles/244.txt,1,259,False,100,3,2,100,False,False,False,100,False,False,True
Professor,260,./markedupfiles/244.txt,1,260,False,100,2,3,3,False,False,False,100,False,False,True
Robin,261,./markedupfiles/244.txt,1,261,False,100,1,4,2,False,False,False,1,False,False,True
Lovell-Badge,262,./markedupfiles/244.txt,1,262,False,100,0,5,1,False,False,False,2,False,False,False
Ruth,287,./markedupfiles/244.txt,1,287,False,100,1,3,1,False,False,False,100,False,False,True
Kelly,288,./markedupfiles/244.txt,1,288,False,100,0,4,0,False,False,False,100,False,False,False
Lord,316,./markedupfiles/244.txt,1,316,False,100,1,5,2,True,False,False,100,False,False,True
Winston,317,./markedupfiles/244.txt,1,317,False,100,0,100,1,False,False,False,100,False,False,False
Concerns,329,./markedupfiles/244.txt,1,329,False,3,0,100,0,False,False,False,100,False,False,False
Kellys,339,./markedupfiles/244.txt,1,339,False,100,1,2,100,False,False,False,100,False,False,False
Family,348,./markedupfiles/244.txt,1,348,False,100,100,2,100,False,False,False,100,True,False,True
Planning,349,./markedupfiles/244.txt,1,349,False,100,100,3,100,False,False,False,100,True,False,True
Association,350,./markedupfiles/244.txt,1,350,False,100,100,4,100,False,False,False,100,True,False,True
Anne,353,./markedupfiles/244.txt,1,353,False,100,1,100,100,False,False,False,100,False,False,True
Weyman,354,./markedupfiles/244.txt,1,354,False,100,0,100,3,False,False,False,100,False,False,False
Young,364,./markedupfiles/244.txt,1,364,False,2,1,2,2,False,False,False,100,False,False,False
Currently,398,./markedupfiles/244.txt,1,398,False,5,2,4,3,False,False,False,100,False,False,False
DfES,414,./markedupfiles/244.txt,1,414,False,100,2,1,2,False,False,False,100,True,False,False
Kelly,416,./markedupfiles/244.txt,1,416,False,100,0,3,0,False,False,False,100,False,False,False
Spring,45,./markedupfiles/250.txt,1,45,False,100,100,2,3,False,False,False,100,False,False,False
Weve,47,./markedupfiles/250.txt,1,47,False,100,100,4,1,False,False,False,100,False,False,False
Thats,66,./markedupfiles/250.txt,1,66,False,3,100,2,0,False,False,False,100,False,False,False
Many,71,./markedupfiles/250.txt,1,71,False,100,100,4,1,False,False,False,100,False,False,False
Weve,104,./markedupfiles/250.txt,1,104,False,100,0,2,1,False,False,False,100,True,False,False
Conservative,207,./markedupfiles/250.txt,1,207,False,100,100,3,2,False,False,False,100,False,False,True
Labour,214,./markedupfiles/250.txt,1,214,False,100,2,2,1,False,False,False,100,False,False,True
Labour,225,./markedupfiles/250.txt,1,225,False,4,2,1,1,False,False,False,100,True,False,False
Pensions,237,./markedupfiles/250.txt,1,237,False,5,1,2,1,False,False,False,100,False,False,False
Adair,255,./markedupfiles/250.txt,1,255,False,5,2,1,3,False,False,False,100,False,False,True
Turners,256,./markedupfiles/250.txt,1,256,False,100,1,2,2,False,False,False,100,False,False,False
MPs,306,./markedupfiles/250.txt,1,306,False,100,3,2,3,False,False,False,100,False,False,True
Various,307,./markedupfiles/250.txt,1,307,False,100,2,3,2,False,False,False,100,False,False,True
Iraq,387,./markedupfiles/250.txt,1,387,False,100,100,4,1,False,False,False,100,False,False,True
Repealing,388,./markedupfiles/250.txt,1,388,False,100,100,5,0,False,False,False,100,False,False,True
Hunting,390,./markedupfiles/250.txt,1,390,False,100,100,1,2,False,False,False,100,False,False,True
Bill,391,./markedupfiles/250.txt,1,391,False,100,100,2,1,False,False,False,100,False,False,True
Parliament,399,./markedupfiles/250.txt,1,399,False,100,0,4,2,False,False,False,100,False,False,True
Act,400,./markedupfiles/250.txt,1,400,False,100,100,5,1,False,False,False,100,False,False,True
High,404,./markedupfiles/250.txt,1,404,False,4,100,1,3,False,False,False,100,True,False,True
Court,405,./markedupfiles/250.txt,1,405,False,5,100,2,2,False,False,False,100,True,False,True
New,414,./markedupfiles/250.txt,1,414,False,3,100,1,3,False,False,False,100,True,False,True
Year,415,./markedupfiles/250.txt,1,415,False,4,100,2,2,False,False,False,100,True,False,True
Whichever,416,./markedupfiles/250.txt,1,416,False,5,100,3,1,False,False,False,100,True,False,True
February,444,./markedupfiles/250.txt,1,444,False,3,1,2,0,False,False,False,100,True,False,False
European,451,./markedupfiles/250.txt,1,451,False,2,100,1,1,False,False,False,100,False,False,True
Court,452,./markedupfiles/250.txt,1,452,False,3,3,2,0,False,False,False,100,False,False,True
Whatever,480,./markedupfiles/250.txt,1,480,False,100,2,2,1,False,False,False,100,False,False,False
Alun,499,./markedupfiles/250.txt,1,499,False,100,1,5,1,False,False,False,100,False,False,True
Michael,500,./markedupfiles/250.txt,1,500,False,100,0,100,0,False,False,False,100,False,False,False
Tony,563,./markedupfiles/250.txt,1,563,False,100,1,4,1,False,False,False,100,False,False,True
Blair,564,./markedupfiles/250.txt,1,564,False,100,0,5,0,False,False,False,100,False,False,False
People,588,./markedupfiles/250.txt,1,588,False,100,100,2,3,False,False,False,100,False,False,False
MPs,664,./markedupfiles/250.txt,1,664,False,4,100,2,0,False,False,False,100,False,False,False
MPs,667,./markedupfiles/250.txt,1,667,False,100,100,2,1,False,False,False,100,False,False,False
MPs,702,./markedupfiles/250.txt,1,702,False,3,0,2,1,False,False,False,100,False,False,False
MPs,712,./markedupfiles/250.txt,1,712,False,2,1,2,0,False,False,False,100,False,True,False
Whether,736,./markedupfiles/250.txt,1,736,False,100,3,2,0,False,False,False,100,False,False,False
Everything,754,./markedupfiles/250.txt,1,754,False,4,1,4,0,False,False,False,100,False,False,False
Choice,798,./markedupfiles/250.txt,1,798,False,100,3,3,0,False,False,False,100,False,False,False
Choice,830,./markedupfiles/250.txt,1,830,False,100,0,2,0,False,False,False,100,True,False,False
Firstly,889,./markedupfiles/250.txt,1,889,False,3,1,2,0,False,False,False,100,False,False,False
Secondly,902,./markedupfiles/250.txt,1,902,False,100,100,4,0,False,False,False,100,False,False,False
Thirdly,911,./markedupfiles/250.txt,1,911,False,3,100,2,0,False,False,False,100,False,False,False
MPs,933,./markedupfiles/250.txt,1,933,False,5,100,3,1,False,False,False,100,False,False,False
Politicians,971,./markedupfiles/250.txt,1,971,False,100,100,4,0,False,False,False,100,False,False,False
Fuel,992,./markedupfiles/250.txt,1,992,False,3,1,2,1,False,False,False,100,False,False,False
Gordon,1018,./markedupfiles/250.txt,1,1018,False,100,1,1,1,False,False,False,100,False,False,True
Brown,1019,./markedupfiles/250.txt,1,1019,False,100,0,2,0,False,False,False,100,False,False,True
Tuppence,1025,./markedupfiles/250.txt,1,1025,False,4,0,2,0,False,False,False,100,False,False,False
Regrettably,1121,./markedupfiles/250.txt,1,1121,False,2,100,3,2,False,False,False,100,True,False,False
Whatever,1138,./markedupfiles/250.txt,1,1138,False,5,100,3,0,False,False,False,100,False,False,False
Labour,11,./markedupfiles/278.txt,1,11,False,4,100,1,0,False,False,False,100,False,False,False
Tories,14,./markedupfiles/278.txt,1,14,False,100,100,1,100,False,False,False,100,False,False,False
One,16,./markedupfiles/278.txt,1,16,False,100,100,3,3,False,False,False,100,False,False,True
Starbucks,17,./markedupfiles/278.txt,1,17,False,100,100,4,2,False,False,False,100,False,False,True
Rymans,19,./markedupfiles/278.txt,1,19,False,100,100,100,0,False,False,False,100,False,False,False
Greek,23,./markedupfiles/278.txt,1,23,False,100,100,3,1,False,False,False,100,False,False,False
Labour,39,./markedupfiles/278.txt,1,39,False,4,100,1,1,False,False,False,100,False,False,False
Tories,50,./markedupfiles/278.txt,1,50,False,100,100,1,2,False,False,False,100,False,False,False
Victoria,54,./markedupfiles/278.txt,1,54,False,100,100,1,1,False,False,False,100,True,False,True
Street,55,./markedupfiles/278.txt,1,55,False,100,100,2,0,False,False,False,100,True,False,True
Commons,62,./markedupfiles/278.txt,1,62,False,100,1,4,1,False,False,False,100,False,False,True
Unlike,80,./markedupfiles/278.txt,1,80,False,2,2,100,1,False,False,False,100,False,False,False
Certainly,123,./markedupfiles/278.txt,1,123,False,100,1,4,0,False,False,False,100,True,False,False
Alan,131,./markedupfiles/278.txt,1,131,False,100,100,3,1,False,False,False,100,False,False,True
Milburn,132,./markedupfiles/278.txt,1,132,False,100,100,4,0,False,False,False,100,False,False,False
New,150,./markedupfiles/278.txt,1,150,False,100,100,2,3,False,False,False,100,False,False,True
Labour,151,./markedupfiles/278.txt,1,151,False,100,100,3,2,False,False,False,100,False,False,True
Welcome,166,./markedupfiles/278.txt,1,166,False,100,0,3,0,False,False,False,100,False,False,False
New,170,./markedupfiles/278.txt,1,170,False,3,100,2,3,False,False,False,100,False,False,True
Labour,171,./markedupfiles/278.txt,1,171,False,4,100,3,2,False,False,False,100,False,False,True
Ill,177,./markedupfiles/278.txt,1,177,False,100,0,1,1,False,False,False,100,False,False,True
Gordon,185,./markedupfiles/278.txt,1,185,False,100,3,1,2,False,False,False,100,False,False,True
Brown,186,./markedupfiles/278.txt,1,186,False,100,2,2,1,False,False,False,100,False,False,True
Along,187,./markedupfiles/278.txt,1,187,False,100,1,3,0,False,False,False,100,False,False,True
Work,189,./markedupfiles/278.txt,1,189,False,100,100,5,0,False,False,False,100,False,False,False
Pensions,191,./markedupfiles/278.txt,1,191,False,2,100,1,3,False,False,False,100,False,False,True
Secretary,192,./markedupfiles/278.txt,1,192,False,3,100,2,2,False,False,False,100,False,False,True
Alan,193,./markedupfiles/278.txt,1,193,False,4,100,3,1,False,False,False,1,False,False,True
Johnson,194,./markedupfiles/278.txt,1,194,False,5,3,4,0,False,False,False,2,False,False,False
Minister,196,./markedupfiles/278.txt,1,196,False,100,1,1,0,False,False,False,4,False,False,False
Work,198,./markedupfiles/278.txt,1,198,False,100,100,1,2,False,False,False,2,False,False,False
Jane,199,./markedupfiles/278.txt,1,199,False,1,3,2,1,False,False,False,3,False,False,True
Kennedy,200,./markedupfiles/278.txt,1,200,False,2,2,3,0,False,False,False,4,False,False,False
Tory,209,./markedupfiles/278.txt,1,209,False,3,1,1,1,False,False,False,100,True,False,False
New,214,./markedupfiles/278.txt,1,214,False,3,100,1,3,False,False,False,100,False,False,True
Deal,215,./markedupfiles/278.txt,1,215,False,4,100,2,2,False,False,False,100,False,False,True
Monday,238,./markedupfiles/278.txt,1,238,False,2,100,1,0,False,False,False,100,True,False,False
Michael,240,./markedupfiles/278.txt,1,240,False,4,3,1,1,False,False,False,100,True,False,True
Howard,241,./markedupfiles/278.txt,1,241,False,5,2,2,0,False,False,False,100,True,False,False
Labour,249,./markedupfiles/278.txt,1,249,False,5,0,1,1,False,False,False,100,False,False,False
Labour,266,./markedupfiles/278.txt,1,266,False,100,0,3,0,False,False,False,100,False,False,False
Howard,285,./markedupfiles/278.txt,1,285,False,100,0,100,1,False,False,False,100,False,False,False
Wednesday,319,./markedupfiles/278.txt,1,319,False,100,0,2,0,False,False,False,100,False,False,False
Boothroyd,0,./markedupfiles/287.txt,1,0,True,100,100,100,1,False,False,False,100,False,False,False
Lords,3,./markedupfiles/287.txt,1,3,False,100,3,1,3,False,False,False,100,False,False,False
Betty,5,./markedupfiles/287.txt,1,5,False,100,1,3,1,False,False,False,100,False,False,True
Boothroyd,6,./markedupfiles/287.txt,1,6,False,100,0,4,0,False,False,False,100,False,False,False
House,10,./markedupfiles/287.txt,1,10,False,2,100,1,0,False,False,False,100,False,False,False
Lords,12,./markedupfiles/287.txt,1,12,False,4,2,1,1,False,False,False,100,False,False,False
Speaker,16,./markedupfiles/287.txt,1,16,False,1,3,1,0,False,False,False,100,False,False,False
Baroness,29,./markedupfiles/287.txt,1,29,False,100,2,3,1,False,False,False,100,True,True,True
Boothroyd,30,./markedupfiles/287.txt,1,30,False,100,1,4,0,False,False,False,100,False,True,False
Commons,38,./markedupfiles/287.txt,1,38,False,1,1,1,2,False,False,False,100,False,False,True
Speaker,39,./markedupfiles/287.txt,1,39,False,2,0,2,1,False,False,False,100,False,False,True
Tony,43,./markedupfiles/287.txt,1,43,False,3,1,2,100,False,False,False,100,False,False,True
Blair,44,./markedupfiles/287.txt,1,44,False,4,0,3,3,False,False,False,100,False,False,False
BBCs,71,./markedupfiles/287.txt,1,71,False,2,100,1,1,False,False,False,100,False,False,True
Breakfast,72,./markedupfiles/287.txt,1,72,False,3,100,2,0,False,False,False,100,False,False,True
Frost,74,./markedupfiles/287.txt,1,74,False,5,3,1,100,False,False,False,100,False,False,True
Labour,77,./markedupfiles/287.txt,1,77,False,100,0,4,1,False,False,False,100,False,False,False
Lords,84,./markedupfiles/287.txt,1,84,False,100,100,1,100,False,False,False,100,False,False,False
Labour,112,./markedupfiles/287.txt,1,112,False,5,2,2,3,False,False,False,100,True,False,False
Lords,127,./markedupfiles/287.txt,1,127,False,100,100,4,0,False,False,False,100,True,False,False
Lord,131,./markedupfiles/287.txt,1,131,False,100,1,5,100,True,False,False,100,False,False,True
Falconer,132,./markedupfiles/287.txt,1,132,False,100,0,3,100,False,False,False,100,False,False,False
Breakfast,135,./markedupfiles/287.txt,1,135,False,2,100,100,3,False,False,False,100,False,False,True
Frost,137,./markedupfiles/287.txt,1,137,True,4,100,100,1,False,False,False,100,False,False,True
Commons,143,./markedupfiles/287.txt,1,143,False,100,0,1,0,False,False,False,100,False,False,False
House,178,./markedupfiles/287.txt,1,178,False,4,100,1,0,False,False,False,100,False,False,False
Lords,180,./markedupfiles/287.txt,1,180,False,100,2,3,2,False,False,False,100,False,False,False
Cabinet,194,./markedupfiles/287.txt,1,194,False,100,100,1,0,False,False,False,100,True,False,False
Lady,199,./markedupfiles/287.txt,1,199,False,100,1,4,2,False,False,False,100,False,False,True
Boothroyd,200,./markedupfiles/287.txt,1,200,False,100,0,5,1,False,False,False,100,False,False,False
Speaker,216,./markedupfiles/287.txt,1,216,False,4,1,1,100,False,False,False,100,False,False,False
Speaker,224,./markedupfiles/287.txt,1,224,False,2,100,1,0,False,False,False,100,True,False,False
House,227,./markedupfiles/287.txt,1,227,False,5,100,1,0,False,False,False,100,True,False,False
Cabinet,253,./markedupfiles/287.txt,1,253,False,100,100,2,1,False,False,False,100,True,False,False
Speaker,256,./markedupfiles/287.txt,1,256,False,100,100,1,0,False,False,False,100,True,False,False
Lords,259,./markedupfiles/287.txt,1,259,False,100,100,1,3,False,False,False,100,False,False,False
