,3.5mm jack,Battery ,GPS Support,GPU,Internal Storage,Card slot,NFC,Name,OS,Price,Primary Camera,Clock Speed,SIM,Secondary Camera,Sensors,Weight,Resolution
2171,,,,,,,,Crocon BLUETOOTH SMART WATCH WITH SIM FUNCTION SDCARD SUPPORT 2M CAMERA SILVER Smartwatch,,‚¹940,,,,,,,
2172,,,,,,,,Print Imaginations DZ09-101 Brown Smartwatch,5,‚¹885,2 MP,,,,,,
2173,,,,,,,,Techno Frost DZ Brown Smartwatch,Android,"‚¹1,152",0.3 MP,,,,,,
2174,,,,,,,,HealthMax DZ09-10 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch,Android Wear,"‚¹1,099",2 MP,,,,,,
2175,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2176,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with YU Yureka Plus Silver Smartwatch,Android,"‚¹2,349",,,,,,,
2177,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2178,,,,,,,,SHINE TECH Shine Tech Black Smartwatch,Android,‚¹895,1.3 MP,,,,,83 g,
2179,,,,,,,,Creation4U U8 White Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2180,,,,,,,,"888 Silver Bluetooth Smart Notification Smartwatch Memory Slot,sim Slot Smartwatch",Android,"‚¹1,048",0.3 MP,,,,,,
2181,,,,,,,,Techno Frost DZ Silver Smartwatch,Android,"‚¹1,154",0.3 MP,,,,,,
2182,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2183,,,,,,,,CREATION4U C4U-DZ-83 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch,Android Wear,"‚¹1,130",2 MP,,,,,,
2184,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Karbonn Titanium Octane Silver Smartwatch,Android,"‚¹2,349",,,,,,,
2185,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Oppo Neo Silver Smartwatch,Android,"‚¹2,349",,,,,,,
2186,,,,,,,,HealthMax DZ09-48 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver Smartwatch,Android Wear,"‚¹1,099",2 MP,,,,,,
2187,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2188,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2189,,,,,,,,Wokit A1-135 Silver Smartwatch,"Android, iOS, Windows","‚¹1,229",2 MP,,,,,,
2190,,,,,,,,"888 DZ09 Bluetooth, Sim, Memory Card Slot, Camera Fitness Tracker Smartwatch Smartwatch",Android,‚¹998,0.3 MP,,,,,70 g,
2191,,,,,,,,"Maxim Bluetooth Smart Watch GT08 Phone With Camera and Sim Card & SD Card Support And Suitable For Apple,Redmi, Xiaomi Mi,Samsung,Lenovo,Oppo,Vivo, Micromax,HTC SmartPhones Black Smartwatch",Android and IOS,"‚¹1,249",0.3 MP,,,,,100 g,
2192,,,,,,,,"Cuba GTA_784T_DZ09_mi 4G smart watch with camera, memory card and sim card support and fitness tracker Smartwatch",,"‚¹1,099",,,,,,,
2193,,,,,,,,Easo India U8 Black Smartwatch,Android 2.3,‚¹648,,,,,,200 g,
2194,,,,,,,,Gen-Y DZ-09 Brown Smartwatch,Android,‚¹899,1.9 MP,,,,,,
2195,,,,,,,,Mizco DZ09 Sliver Smartwatch,Android,‚¹749,2 MP,,,,,75 g,
2196,,,,,,,,Bingo C7 Metallic Brown With Sim & Bluetooth Enable Feature For Android and IOS Device Smartwatch,,"‚¹1,899",,,,,,,
2197,,,,,,,,Diamoda DZ09 Smartwatch,Android Wear,‚¹985,,,,,,,
2198,,,,,,,,"Opta SW-006, Exclusive series Smartwatch",BW03 SI,"‚¹2,879",,,,,,100 g,
2199,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2200,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2201,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2202,,,,,,,,Techno Frost Smart Watch GT08 Multi Smartwatch,Android 4.3,"‚¹1,370",1.9 MP,,,,,,
2203,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2204,,,,,,,,Techno Frost DZ Silver Smartwatch,Android,"‚¹1,135",0.3 MP,,,,,,
2205,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2206,,,,,,,,Eleganz DZ09-378 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch,"Android, iOS, Windows","‚¹1,099",2 MP,,,,,,
2207,,,,,,,,Goosprey A1-422 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch,"Android, iOS, Windows","‚¹1,044",2 MP,,,,,,
2208,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2209,,,,,,,,Diamoda DZ09 Smartwatch,Android Wear,‚¹975,,,,,,,
2210,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2211,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2212,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2213,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with HTC Desire 516 W Silver Smartwatch,Android,"‚¹2,349",,,,,,,
2214,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2215,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2216,,,,,,,,"888 Silver Bluetooth Smart Notification Smartwatch Memory Slot,sim Slot Smartwatch",Android,"‚¹1,048",0.3 MP,,,,,,
2217,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2218,,,,,,,,IBS Bluetooth smart Wrist Sim Call Watch sport Pedometer for IOS and Android Memory Card Supported Smartphone Smartwatch,android,"‚¹1,799",,,,,,,
2219,,,,,,,,Wokit HTC Desire 826 Silver Smartwatch,"Android, iOS, Windows","‚¹2,349",,,,,,,
2220,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Xolo X500 Silver Smartwatch,Android,"‚¹2,349",,,,,,,
2221,,,,,,,,Elite Mkt Smartwatch Smartwatch,Android Wear,‚¹720,,,,,,,
2222,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2223,,,,,,,,HealthMax DZ09-43 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver Smartwatch,Android Wear,"‚¹1,099",2 MP,,,,,,
2224,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Micromax Canvas Lite A92 Silver Smartwatch,Android,"‚¹2,349",,,,,,,
2225,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2226,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Yu Yuphoria 2 Silver Smartwatch,Android,"‚¹2,349",,,,,,,
2227,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2228,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2229,,,,,,,,Bingo C7 With Sim & Bluetooth Enable with Internet Surfing Silver Smartwatch,,"‚¹1,899",,,,,,,
2230,,,,,,,,"VibeX  GT08 Touch Screen 1.54"" Bluetooth NFC Multicolor Smartwatch",Android,"‚¹2,549",1.3 MP,,,,,55 g,
2231,,,,,,,,OSR Traders DZ-09 Smartwatch,,‚¹749,0.3 MP,,,,,,
2232,,,,,,,,Mobile Link Liquid E700 Compatible Smartwatch Black Smartwatch,Android,‚¹738,1.9 MP,,,,,100 g,
2233,,,,,,,,sips A1 GOLDEN Golden Smartwatch,,"‚¹1,299",,,,,,,
2234,,,,,,,,SMART STUFF DZ09 SMART WATCH Brown Smartwatch,,‚¹806,,,,,,,
2235,,,,,,,,Mizco DZ09 With SIM and 32 GB Memory Card Slot and Fitness Tracker Gold Smartwatch,,‚¹785,2 MP,,,,,,
2236,,,,,,,,Apple Watch 42 mm Space Black Stainless Steel Case with Sport Band,WatchOS 3,"‚¹25,999",,,,,,,
2237,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",‚¹849,,,,,,,
2238,,,,,,,,STARUSS GT08-1 Bluetooth with Built-in Sim card and memory card slot Compatible with All IOS and Android Mobiles SR-109 Smartwatch,,"‚¹1,044",,,,,,,
2239,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2240,,,,,,,,"Aja Retail DZ09 Bluetooth, Sim, Memory Card Slot, Camera Fitness Tracker Smartwatch",Android Wear,‚¹999,2.0 MP,,,,,,
2241,,,,,,,,ProGuard M2 Smartwatch,Android Wear,"‚¹1,099",1.3 MP,,,,,,
2242,,,,,,,,Qtec SWT08 Smartwatch,Android Wear,"‚¹1,235",,,,,,,
2243,,,,,,,,Techno Frost DZ brown Smartwatch,Android,"‚¹1,130",0.3 MP,,,,,,
2244,,,,,,,,Techno Frost DZ Silver Smartwatch,Android,"‚¹1,130",0.3 MP,,,,,,
2245,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2246,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2247,,,,,,,,Fossil Gen 3 Q Explorist Grey Smartwatch,Android Wear 2.0,"‚¹21,995",,,,,,,
2248,,,,,,,,Techno Frost DZ Silver Smartwatch,Android,"‚¹1,130",0.3 MP,,,,,,
2249,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2250,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2251,,,,,,,,Vellora DZ09 Black Smartwatch,,‚¹925,2 MP,,,,,,
2252,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Micromax A114 Silver Smartwatch,Android,"‚¹2,349",,,,,,,
2253,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Micromax Canvas Pep Q371 Silver Smartwatch,Android,"‚¹2,349",,,,,,,
2254,,,,,,,,"888 Silver Bluetooth Smart Notification Smartwatch Memory Slot,sim Slot Smartwatch",Android,"‚¹1,048",0.3 MP,,,,,,
2255,,,,,,,,HealthMax DZ09-12 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch,Android Wear,"‚¹1,099",2 MP,,,,,,
2256,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2257,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2258,,,,,,,,"Mezire with SIM card, 32GB memory card slot, Bluetooth and Fitness Tracker Smartwatch ",,‚¹949,,,,,,,
2259,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2260,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2261,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2262,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2263,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2264,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Celkon Win 400 Silver Smartwatch,Android,"‚¹2,349",,,,,,,
2265,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2266,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2267,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2268,,,,,,,,888 DZ09 Bluetooth With Built In Sim Card And Memory Card Smartwatch,Android,"‚¹1,048",0.3 MP,,,,,70 g,
2269,,,,,,,,Life Like Z60 BLUETOOTH WITH SIM & SD CARD Smartwatch,,"‚¹1,699",,,,,,,
2270,,,,,,,,"crushacc with SIM card, 32GB memory card slot, Bluetooth and Fitness Tracker BROWN Smartwatch","Android, iOS(Limited Functions)",‚¹887,2.0 MP,,,,,75 g,
2271,,,,,,,,"stark with SIM card, 32GB memory card slot, Bluetooth and Fitness Tracker SMART WATCH MOBILE Black Smartwatch",Android ios,‚¹996,1.7 MP,,,,,,
2272,,,,,,,,Hopeberry GT08 Black Smartwatch,,"‚¹1,145",2 MP,,,,,,
2273,,,,,,,,WatchOut Wearables Desert Storm with Leather strap Smartwatch,Nucleus,"‚¹5,599",,,,,,70 g,
2274,,,,,,,,CREATION4U C4U-DZ-262 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Gold Smartwatch,Android Wear,"‚¹1,099",2 MP,,,,,,
2275,,,,,,,,Fossil Gen 3 Q Explorist Silver Smartwatch,Android Wear 2.0,"‚¹19,995",,,,,,,
2276,,,,,,,,Metronaut X9 Round Dial Smartwatch with Heart Rate Sensor and Pedometer ,Android & iOS,"‚¹2,999",,,,,,,
2277,,,,,,,,Aomax Bluetooth Smart Watch Smartwatch,Android Wear,‚¹849,,,,,,,
2278,,,,,,,,Wellcare Smart Watch Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Golden Smartwatch Golden Smartwatch,Android,"‚¹1,099",2.1 MP,,,,,73.8 g,
2279,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2280,,,,,,,,Techno Frost DZ Silver Smartwatch,Android,"‚¹1,130",0.3 MP,,,,,,
2281,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2282,,,,,,,,Wokit DZ09-35 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch,Android Wear,"‚¹1,099",2 MP,,,,,,
2283,,,,,,,,Print Imaginations DZ09-97 Brown Smartwatch,5,‚¹895,2 MP,,,,,,
2284,,,,,,,,CREATION4U C4U-DZ-115 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Gold Smartwatch,Android Wear,"‚¹1,099",2 MP,,,,,,
2285,,,,,,,,Creation4U U8 Black Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2286,,,,,,,,HealthMax DZ09-68 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver Smartwatch,Android Wear,"‚¹1,099",2 MP,,,,,,
2287,,,,,,,,JSS Exports U8 BLUETOOTH Smartwatch,Android Wear,‚¹663,,,,,,,
2288,,,,,,,,Techno Frost Smart Watch GT08 Multi Smartwatch,Android 4.3,"‚¹1,370",1.9 MP,,,,,,
2289,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2290,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with HTC Desire 620G Dual Sim Silver Smartwatch,Android,"‚¹2,349",,,,,,,
2291,,,,,,,,Casvo Compatible Certified Bluetooth Smart WatchB072JH8YKH Smartwatch,,"‚¹1,149",,,,,,,
2292,,,,,,,,Casvo Compatible Certified Bluetooth Smart WatchB072JH8YKH Smartwatch,,"‚¹1,149",,,,,,,
2293,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2294,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2295,,,,,,,,HealthMax DZ09-12 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Brown Smartwatch,Android Wear,"‚¹1,099",2 MP,,,,,,
2296,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Infocus M330 Silver Smartwatch,Android,"‚¹2,349",,,,,,,
2297,,,,,,,,Eleganz DZ09-378 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Brown Smartwatch,"Android, iOS, Windows","‚¹1,099",2 MP,,,,,,
2298,,,,,,,,Bingo U8 Smartwatch,android,‚¹799,,,,,,,
2299,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with HTC One Mini 2 Silver Smartwatch,Android,"‚¹2,349",,,,,,,
2300,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Micromax bolt A075 Silver Smartwatch,Android,"‚¹2,349",,,,,,,
2301,,,,,,,,HealthMax DZ09-51 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver Smartwatch,Android Wear,"‚¹1,099",2 MP,,,,,,
2302,,,,,,,,Wokit DZ09-53 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver Smartwatch,Android Wear,"‚¹1,099",2 MP,,,,,,
2303,,,,,,,,HealthMax DZ09-53 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver Smartwatch,Android Wear,"‚¹1,099",2 MP,,,,,,
2304,,,,,,,,Techno Frost DZ brown Smartwatch,Android,"‚¹1,130",0.3 MP,,,,,,
2305,,,,,,,,Techno Frost DZ Brown Smartwatch,Android,"‚¹1,155",0.3 MP,,,,,,
2306,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Gionee Gpad G1 Silver Smartwatch,Android,"‚¹2,349",,,,,,,
2307,,,,,,,,ELEGANZ DZ09-9 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Brown Smartwatch,Android Wear,"‚¹1,099",2 MP,,,,,,
2308,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Moto G3 Silver Smartwatch,Android,"‚¹2,349",,,,,,,
2309,,,,,,,,"ZEMINI FSZ_884S_GT08_mi 4G smart watch with camera, memory card and sim card support and fitness tracker Smartwatch",,"‚¹1,199",,,,,,,
2310,,,,,,,,"Aberdeen V9 with SIM card, 32GB memory card slot, Bluetooth and Fitness Tracker Black Smartwatch Smartwatch",,"‚¹1,899",1 MP,,,,,0.25 g,
2311,,,,,,,,IBS Bluetooth with Built-in Sim card and memory card slot touch Compatible with Android IOS MobilesWrist Calling mobile Green Smartwatch,ios android,"‚¹1,499",,,,,,,
2312,,,,,,,,"MobStore DZ-09 Smart Watch Wrist for Men's, Boys Brwon Smartwatch",Android,‚¹850,0.3 MP,,,,,.070 g,
2313,,,,,,,,WatchOut Wearables Black Metallica with Metal Strap Smartwatch,Nucleus,"‚¹5,799",,,,,,70 g,
2314,,,,,,,,Opta Sim Card and Memory Cards Supported Android and IOS series Smartwatch,Android Wear,"‚¹1,079",1.9 MP,,,,,,
2315,,,,,,,,Apple Watch Series 1 - 42 mm Space Grey Aluminium Case with Black Sport Band,watchOS 3,"‚¹22,900",,,,,,,
2316,,,,,,,,Bingo T30 Silver Sim Compatible With Bluetooth Synchronisation Smartwatch,,‚¹999,,,,,,,
2317,,,,,,,,"Pop Oppo , Vivo & Mi 4G Calling Smart Mobile watch Compatible With Android & Ios Smartwatch",,‚¹938,,,,,,,
2318,,,,,,,,Celestech Kids Safekeeper GPS KSW002 Smartwatch,Android Wear,"‚¹3,499",,,,,,0.025 g,
2319,,,,,,,,CREATION4U C4U-DZ-263 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver Smartwatch,Android Wear,"‚¹1,099",2 MP,,,,,,
2320,,,,,,,,Diesel On Black Smartwatch,,"‚¹24,495",,,,,,,
2321,,,,,,,,Diamoda DZ09 Smartwatch,Android Wear,‚¹985,,,,,,,
2322,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2323,,,,,,,,Techno Frost DZ Silver Smartwatch,Android,"‚¹1,130",0.3 MP,,,,,,
2324,,,,,,,,PERSONA T30 black Bluetooth Notification Smartwatch,Android Wear,"‚¹1,049",,,,,,,
2325,,,,,,,,Techno Frost DZ Silver Smartwatch,Android,"‚¹1,130",0.3 MP,,,,,,
2326,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Karbonn Titanium S19 Silver Smartwatch,Android,"‚¹2,349",,,,,,,
2327,,,,,,,,"Deep Global Bluetooth SmartWatch With WhatsApp, Facebook, Twitter, Pedometer, Remote Camera, SIM Card & Sleep Monitoring Support Single i7 Ultralight Wireless Bluetooth Headset With Active Noise Isolation Technology For Samsung Galaxy S8 Compatible With All Smart Phone Golden Smartwatch",Android Wear,‚¹759,2 MP,,,,,,
2328,,,,,,,,Techno Frost DZ Silver Smartwatch,Android,"‚¹1,130",0.3 MP,,,,,,
2329,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Micromax Canvas Fun A63 Silver Smartwatch,Android,"‚¹2,349",,,,,,,
2330,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2331,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2332,,,,,,,,Techno Frost DZ Brown Smartwatch,Android,"‚¹1,150",0.3 MP,,,,,,
2333,,,,,,,,Techno Frost DZ brown Smartwatch,Android,"‚¹1,130",0.3 MP,,,,,,
2334,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2335,,,,,,,,Gadgetbucket MD 29 Smartwatch,,‚¹980,,,,,,,
2336,,,,,,,,Wokit DZ09-53 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver Smartwatch,Android Wear,"‚¹1,099",2 MP,,,,,,
2337,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2338,,,,,,,,Beneve Smart Watch Blood Pressure Monitor Heart Rate Sensor Samsung Apple Compatible Ultimate Fitness Tracker Band Supports Notification for Facebook Whatsapp Calls and Message Waterproof IP54 App For iPhone iOS and Android Smartphones Beneve Smartwatch,,"‚¹3,959",,,,,,45 g,
2339,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Micromax Bolt A37B Silver Smartwatch,Android,"‚¹2,349",,,,,,,
2340,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2341,,,,,,,,HealthMax DZ09-71 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver Smartwatch,Android Wear,"‚¹1,099",2 MP,,,,,,
2342,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2343,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Micromax Bolt A51 Silver Smartwatch,Android,"‚¹2,349",,,,,,,
2344,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2345,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2346,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2347,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2348,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2349,,,,,,,,"OUTSMART with Fitness Tracker, Camera, Sim Card and 32 GB Memory Card Slot smartwatch Nuvo Black Smartwatch",,"‚¹1,999",1 MP,,,,,80 g,
2350,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with HTC Desire 326G Silver Smartwatch,Android,"‚¹2,349",,,,,,,
2351,,,,,,,,"Any Time Buy DZ09 Bluetooth, Sim, Memory Card Slot, Camera Fitness Tracke Smartwatch",,‚¹749,2.0 MP,,,,,,
2352,,,,,,,,Aberdeen V18 Black Smartwatch,Android,‚¹695,,,,,,45 g,
2353,,,,,,,,Yflip YfLIP Services Sim Card and Memory Cards Supported Bluetooth Android and IOS Series Smartwatch silver Smartwatch,Android,"‚¹1,599",,,,,,0.100 g,
2354,,,,,,,,"Always Fit NCAFSW01 Brown, Golden Smartwatch",,"‚¹1,499",,,,,,,
2355,,,,,,,,Felix Bluetooth Smart Watch GT08 Wrist Watch Phone with Camera & SIM Card Support-Black Black Smartwatch,Android,"‚¹1,199",0.3 MP,,,,,100 g,
2356,,,,,,,,Misfit Vapor Smartwatch,Android Wear 2.0,"‚¹14,495",,,,,,,
